Товарная группа;Артикул;Наименование товара;Цена;Ссылка на детальную страницу
Салфетки однотонные 30х30 - 33х33 2-слойные;D-180382;Салфетка   33х33 см 2-сл 125 шт/уп ЗЕЛЕНАЯ   ''DUNI''   1/16;282.62;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-125-sht-up-zelenaya-duni-1-16/
Салфетки однотонные 30х30 - 33х33 2-слойные;D-180384;Салфетка   33х33 см 2-сл 125 шт/уп КРАСНАЯ   ''DUNI''   1/16;282.62;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-125-sht-up-krasnaya-duni-1-16/
Салфетки однотонные 30х30 - 33х33 2-слойные;D-180377;Салфетка   33х33 см 2-сл 125 шт/уп КРЕМОВАЯ   ''DUNI''   1/16;282.62;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-125-sht-up-kremovaya-duni-1-16/
Салфетки однотонные 30х30 - 33х33 2-слойные;D-180383;Салфетка   33х33 см 2-сл 125 шт/уп СИНЯЯ   ''DUNI''   1/16;282.62;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-125-sht-up-sinyaya-duni-1-16/
Салфетки однотонные 30х30 - 33х33 2-слойные;D-156902;Салфетка   33х33 см 2-сл 125 шт/уп СЕРАЯ   ''DUNI''   1/16;270.86;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-125-sht-up-seraya-duni-1-16/
Салфетки однотонные 30х30 - 33х33 2-слойные;T-404356;Салфетка   33х33 см 2-сл 200 шт/уп TORK (арт.477208) ШОКОЛАДНАЯ   ''SCA''   1/10;443.80;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-tork-art477208-shokoladnaya-sca-1-10/
Салфетки однотонные 30х30 - 33х33 2-слойные;T-477153;Салфетка   33х33 см 2-сл 200 шт/уп TORK ШАМПАНЬ   ''SCA''   1/10;413.00;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-tork-shampan-sca-1-10/
Салфетки однотонные 30х30 - 33х33 2-слойные;T-400349;Салфетка   33х33 см 2-сл 200 шт/уп TORK БОРДОВАЯ   ''SCA''   1/10;413.00;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-tork-bordovaya-sca-1-10/
Салфетки однотонные 30х30 - 33х33 2-слойные;T-400353;Салфетка   33х33 см 2-сл 200 шт/уп TORK (арт. 477214) ЗЕЛЕНАЯ   ''SCA''   1/10;413.00;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-tork-zelenaya-sca-1-1/
Салфетки однотонные 30х30 - 33х33 2-слойные;Г-150615;Салфетка   33х33 см 2-сл 200 шт/уп СИНЯЯ   1/9;298.35;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-sinyaya-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;Г-160615;Салфетка   33х33 см 2-сл 200 шт/уп БЕЛАЯ   1/9;201.96;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-belaya-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;П-170615;Салфетка   33х33 см 2-сл 200 шт/уп БОРДОВАЯ   1/9;298.35;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-bordovaya-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;П-180615;Салфетка   33х33 см 2-сл 200 шт/уп ЗЕЛЕНАЯ   1/9;298.35;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-zelenaya-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;Г-140615;Салфетка   33х33 см 2-сл 200 шт/уп КРАСНАЯ   1/9;298.35;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-krasnaya-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;Г-130615;Салфетка   33х33 см 2-сл 200 шт/уп ЖЕЛТАЯ   1/9;298.35;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-zheltaya-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;Г-090914а;Салфетка   33х33 см 2-сл 200 шт/уп ШАМПАНЬ   1/9;232.56;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-shampan-1-9/
Салфетки однотонные 30х30 - 33х33 2-слойные;T-477215;Салфетка   33х33 см 2-сл 200 шт/уп TORK СИНЯЯ   ''SCA''   1/10;413.00;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-tork-temno-sinyaya-sca-1-10/
Салфетки однотонные 30х30 - 33х33 2-слойные;T-477205;Салфетка   33х33 см 2-сл 200 шт/уп TORK СЕРАЯ   ''SCA''   1/10;413.00;http://almin.ru/goods/salfetka-33kh33-sm-2-sl-200-sht-up-tork-seraya-sca-1-10/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12437а;Салфетка   33х33 см 3-сл 20 шт/уп ЖЕЛТАЯ   ''PAPSTAR''   1/15;89.51;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-20-sht-up-zheltaya-papstar-1-15/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12421;Салфетка   33х33 см 3-сл 20 шт/уп КРАСНАЯ   ''PAPSTAR''   1/15;89.51;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-20-sht-up-krasnaya-papstar-1-15/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12484;Салфетка   33х33 см 3-сл 250 шт/уп БЕЛАЯ   ''PAPSTAR''   1/4;824.31;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-belaya-papstar-1-4/
Салфетки однотонные 30х30 - 33х33 3-слойные;ПС-С11930;Салфетка   33х33 см 3-сл 250 шт/уп БЕЛАЯ   ''ПАПИРУС''   1/6;538.11;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-belaya-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 3-слойные;ПС-С11944;Салфетка   33х33 см 3-сл 250 шт/уп БОРДОВАЯ   ''ПАПИРУС''   1/6;722.74;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-bordovaya-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12485;Салфетка   33х33 см 3-сл 250 шт/уп ЖЕЛТАЯ   ''PAPSTAR''   1/4;810.29;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-zheltaya-papstar-1-4/
Салфетки однотонные 30х30 - 33х33 3-слойные;ПС-С11942;Салфетка   33х33 см 3-сл 250 шт/уп ЖЕЛТАЯ   ''ПАПИРУС''   1/6;722.74;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-zheltaya-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12486;Салфетка   33х33 см 3-сл 250 шт/уп ЗЕЛЕНАЯ   ''PAPSTAR''   1/4;810.29;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-zelenaya-papstar-1-4/
Салфетки однотонные 30х30 - 33х33 3-слойные;ПС-С11943;Салфетка   33х33 см 3-сл 250 шт/уп ЗЕЛЕНАЯ   ''ПАПИРУС''   1/6;680.80;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-zelenaya-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12483;Салфетка   33х33 см 3-сл 250 шт/уп КРАСНАЯ   ''PAPSTAR''   1/4;810.29;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-krasnaya-papstar-1-4/
Салфетки однотонные 30х30 - 33х33 3-слойные;ПС-С11940;Салфетка   33х33 см 3-сл 250 шт/уп КРАСНАЯ   ''ПАПИРУС''   1/6;722.74;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-krasnaya-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12478;Салфетка   33х33 см 3-сл 250 шт/уп КРЕМОВАЯ   ''PAPSTAR''   1/4;851.03;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-kremovaya-papstar-1-4/
Салфетки однотонные 30х30 - 33х33 3-слойные;ПС-С11941;Салфетка   33х33 см 3-сл 250 шт/уп СИНЯЯ   ''ПАПИРУС''   1/6;722.74;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-sinyaya-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 3-слойные;ПС-С11945;Салфетка   33х33 см 3-сл 250 шт/уп ШАМПАНЬ   ''ПАПИРУС''   1/6;621.60;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-shampan-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12494;Салфетка   33х33 см 3-сл 250 шт/уп БОРДОВАЯ   ''PAPSTAR''   1/4;851.03;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-bordovaya-papstar-1-4/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12487;Салфетка   33х33 см 3-сл 250 шт/уп СИНЯЯ   ''PAPSTAR''   1/4;884.43;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-sinyaya-papstar-1-4/
Салфетки однотонные 30х30 - 33х33 3-слойные;PS-12434;Салфетка   33х33 см 3-сл 20 шт/уп КРЕМОВАЯ   ''PAPSTAR''   1/15;84.46;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-20-sht-up-kremovaya-papstar-1-15/
Салфетки однотонные 30х30 - 33х33 3-слойные;D-2502;Салфетка   33х33 см 3-сл 125 шт/уп БЕЛАЯ   ''DUNI''   1/8;325.60;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-125-sht-up-belaya-duni-1-8/
Салфетки однотонные 30х30 - 33х33 3-слойные;D-2732;Салфетка   33х33 см 3-сл 125 шт/уп БОРДОВАЯ   ''DUNI''   1/8;428.49;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-125-sht-up-bordovaya-duni-1-8/
Салфетки однотонные 30х30 - 33х33 3-слойные;D-180437;Салфетка   33х33 см 3-сл 125 шт/уп ЖЕЛТАЯ   ''DUNI''   1/8;428.49;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-125-sht-up-zheltaya-duni-1-8/
Салфетки однотонные 30х30 - 33х33 3-слойные;D-2762;Салфетка   33х33 см 3-сл 125 шт/уп КРЕМОВАЯ   ''DUNI''   1/8;428.49;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-125-sht-up-kremovaya-duni-1-8/
Салфетки однотонные 30х30 - 33х33 3-слойные;Г-060314;Салфетка   33х33 см 3-сл 250 шт/уп КОРИЧНЕВАЯ   ''ПАПИРУС''   1/6;849.06;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-korichnevaya-papirus-1-6/
Салфетки однотонные 30х30 - 33х33 3-слойные;Г-070914;Салфетка   33х33 см 3-сл 200 шт/уп БЕЛАЯ   1/9;264.69;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-200-sht-up-belaya-1-9/
Салфетки однотонные 30х30 - 33х33 3-слойные;Г-100914;Салфетка   33х33 см 3-сл 200 шт/уп ШАМПАНЬ   1/9;390.15;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-200-sht-up-shampan-1-9/
Салфетки однотонные 30х30 - 33х33 3-слойные;Г-060914;Салфетка   33х33 см 3-сл 200 шт/уп БОРДОВАЯ   1/9;390.15;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-200-sht-up-bordovaya-1-9/
Салфетки однотонные 30х30 - 33х33 3-слойные;Г-030914;Салфетка   33х33 см 3-сл 200 шт/уп КРАСНАЯ   1/9;390.15;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-200-sht-up-krasnaya-1-9/
Салфетки однотонные 30х30 - 33х33 3-слойные;Г-020914;Салфетка   33х33 см 3-сл 200 шт/уп СИНЯЯ   1/9;390.15;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-200-sht-up-sinyaya-1-9/
Салфетки однотонные 30х30 - 33х33 3-слойные;Г-050914;Салфетка   33х33 см 3-сл 200 шт/уп ЖЕЛТАЯ   1/9;390.15;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-200-sht-up-zheltaya-1-9/
Салфетки однотонные 30х30 - 33х33 3-слойные;Г-040914;Салфетка   33х33 см 3-сл 200 шт/уп ЗЕЛЕНАЯ   1/9;390.15;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-200-sht-up-zelenaya-1-9/
Салфетки однотонные 30х30 - 33х33 3-слойные;ПС-081214;Салфетка   33х33 см 3-сл 250 шт/уп ЧЕРНАЯ   ''ПАПИРУС''   1/6;849.06;http://almin.ru/goods/salfetka-33kh33-sm-3-sl-250-sht-up-chernaya-papirus-1-6/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-330718;Салфетка   40х40 см 1-сл 50 шт/уп DUNILIN ШАМПАНЬ   ''DUNI''   1/12;726.09;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-50-sht-up-dunilin-shampan-duni-1-12/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-107395;Салфетка   40х40 см 1-сл 60 шт/уп AIRLAID БЕЛАЯ   ''DUNI''   1/12;504.90;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-60-sht-up-airlaid-belaya-duni-1-12/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-230308;Салфетка   40х40 см 1-сл 50 шт/уп DUNILIN БЕЛАЯ   ''DUNI''   1/12;504.90;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-50-sht-up-dunilin-belaya-duni-1-12/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-165382;Салфетка   40х40 см 1-сл 50 шт/уп DUNILIN СЛИВОВЫЙ   ''DUNI''   1/12;662.31;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-50-sht-up-dunilin-slivovyy-duni-1-12/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-330602;Салфетка   40х40 см 1-сл 50 шт/уп DUNILIN КРАСНАЯ   ''DUNI''   1/12;662.31;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-50-sht-up-dunilin-krasnaya-duni-1-12/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-330619;Салфетка   40х40 см 1-сл 50 шт/уп DUNILIN БОРДОВАЯ   ''DUNI''   1/12;662.31;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-50-sht-up-dunilin-bordovaya-duni-1-12/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-149125;Салфетка   40х40 см 1-сл 50 шт/уп DUNILIN КОРИЧНЕВАЯ   ''DUNI''   1/12;662.31;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-50-sht-up-dunilin-korichnevaya-duni-1-12/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-165384;Салфетка   40х40 см 1-сл 50 шт/уп DUNILIN ПАЛЬМОВАЯ   ''DUNI''   1/12;662.31;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-50-sht-up-dunilin-palmovaya-duni-1-12/
Салфетки однотонные 39х39 - 41х41 1-слойные;D-117278;Салфетка   40х40 см 1-сл 60 шт/уп AIRLAID КРЕМОВАЯ   ''DUNI''   1/12;634.39;http://almin.ru/goods/salfetka-40kh40-sm-1-sl-60-sht-up-airlaid-kremovaya-duni-1-12/
Салфетки однотонные 39х39 - 41х41 2-слойные;D-180408;Салфетка   40х40 см 2-сл 125 шт/уп БОРДОВАЯ   ''DUNI''   1/16;439.56;http://almin.ru/goods/salfetka-40kh40-sm-2-sl-125-sht-up-bordovaya-duni-1-16/
Салфетки однотонные 39х39 - 41х41 2-слойные;D-180409;Салфетка   40х40 см 2-сл 125 шт/уп ЗЕЛЕНАЯ   ''DUNI''   1/16;439.56;http://almin.ru/goods/salfetka-40kh40-sm-2-sl-125-sht-up-zelenaya-duni-1-16/
Салфетки однотонные 39х39 - 41х41 2-слойные;D-180412;Салфетка   40х40 см 2-сл 125 шт/уп ЖЕЛТАЯ   ''DUNI''   1/16;400.95;http://almin.ru/goods/salfetka-40kh40-sm-2-sl-125-sht-up-zheltaya-duni-1-16/
Салфетки однотонные 39х39 - 41х41 2-слойные;D-180403;Салфетка   40х40 см 2-сл 125 шт/уп БЕЛАЯ   ''DUNI''   1/16;351.65;http://almin.ru/goods/salfetka-40kh40-sm-2-sl-125-sht-up-belaya-duni-1-16/
Салфетки однотонные 39х39 - 41х41 2-слойные;D-180411;Салфетка   40х40 см 2-сл 125 шт/уп КРАСНАЯ   ''DUNI''   1/16;439.56;http://almin.ru/goods/salfetka-40kh40-sm-2-sl-125-sht-up-krasnaya-duni-1-16/
Салфетки однотонные 39х39 - 41х41 2-слойные;D-180410;Салфетка   40х40 см 2-сл 125 шт/уп СИНЯЯ   ''DUNI''   1/16;439.56;http://almin.ru/goods/salfetka-40kh40-sm-2-sl-125-sht-up-sinyaya-duni-1-16/
Салфетки однотонные 39х39 - 41х41 2-слойные;T-542407;Салфетка   38х39 см 2-сл 50 шт/уп TORK NEXXSTYLE (арт.478789) БУРГУНДИ   ''SCA''   1/18;216.43;http://almin.ru/goods/salfetka-38kh39-sm-2-sl-50-sht-up-tork-nexxstyle-art478789-burgundi-sca-1-18/
Салфетки однотонные 39х39 - 41х41 3-слойные;D-151820;Салфетка   40х40 см 3-сл 125 шт/уп ЧЕРНАЯ   ''DUNI''   1/8;561.33;http://almin.ru/goods/salfetka-40kh40-sm-3-sl-125-sht-up-chernaya-duni-1-8/
Салфетки под чашку (коастер);L-05496;Салфетка сервировочная (коастер)   D90 мм 250 шт/уп TORK под чашку (арт.474469) БОРДОВАЯ   ''SCA''   1/12;525.00;http://almin.ru/goods/salfetka-servirovochnaya-koaster-d90-mm-250-sht-up-tork-pod-chashku-art474469-bordovaya-sca-1-12/
Салфетки под чашку (коастер);L-400238;Салфетка сервировочная (коастер)   D90 мм 250 шт/уп TORK под чашку (арт.474455) КРЕМОВАЯ   ''SCA''   1/12;525.00;http://almin.ru/goods/salfetka-servirovochnaya-koaster-d90-mm-250-sht-up-tork-pod-chashku-art474455-kremovaya-sca-1-12/
Салфетки под чашку (коастер);L-05495;Салфетка сервировочная (коастер)   D90 мм 250 шт/уп TORK под чашку (арт.474468) СИНИЙ   ''SCA''   1/12;525.00;http://almin.ru/goods/salfetka-servirovochnaya-koaster-d90-mm-250-sht-up-tork-pod-chashku-art474468-siniy-sca-1-12/
Салфетки под чашку (коастер);T-474458;Салфетка сервировочная (коастер)   D90 мм 250 шт/уп TORK под чашку КРАСНАЯ   ''SCA''   1/12;525.00;http://almin.ru/goods/salfetka-servirovochnaya-koaster-d90-mm-250-sht-up-tork-pod-chashku-krasnaya-sca-1-12/
Салфетки сервировочные;PS-12287;Салфетка сервировочная ажурная   180х130 мм 500 шт/уп овальная БЕЛАЯ   ''PAPSTAR''   1/10;692.05;http://almin.ru/goods/salfetka-servirovochnaya-azhurnaya-180kh130-mm-500-sht-up-ovalnaya-belaya-papstar-1-10/
Салфетки сервировочные;PS-12275;Салфетка сервировочная ажурная   260х340 мм 100 шт/уп прямоугольная БЕЛАЯ   ''PAPSTAR''   1/20;452.90;http://almin.ru/goods/salfetka-servirovochnaya-azhurnaya-260kh340-mm-100-sht-up-pryamougolnaya-belaya-papstar-1-20/
Салфетки сервировочные;PS-12273;Салфетка сервировочная ажурная   280х360 мм 100 шт/уп овальная БЕЛАЯ   ''PAPSTAR''   1/20;581.16;http://almin.ru/goods/salfetka-servirovochnaya-azhurnaya-280kh360-mm-100-sht-up-ovalnaya-belaya-papstar-1-20/
